브랜드,유통채널,채널,직접비항목,직접비값,실판매액V-,비율
M,1,(브랜드) 백화점,지급수수료_이천보관료,159437.0,7590909.0,2.100367689824763
M,1,(브랜드) 백화점,지급수수료_로열티,345496.0,7590909.0,4.551444365885561
M,2,(브랜드) 면세점,지급수수료_판매사원도급비(면세),519364.0,9636364.0,5.389626211712219
M,2,(브랜드) 면세점,지급수수료_물류용역비,180655.0,9636364.0,1.8747216273689953
M,2,(브랜드) 면세점,지급수수료_물류운송비,64078.0,9636364.0,0.6649603522656471
M,2,(브랜드) 면세점,지급수수료_이천보관료,202399.0,9636364.0,2.100366901872947
M,2,(브랜드) 면세점,지급수수료_로열티,418218.0,9636364.0,4.339997949434039
M,3,직영점(가두),지급수수료_판매사원도급비(직영),178661.0,2607273.0,6.85240862771179
M,3,직영점(가두),지급수수료_물류용역비,48879.0,2607273.0,1.8747173771216132
M,3,직영점(가두),지급수수료_물류운송비,17337.0,2607273.0,0.6649476291895785
M,3,직영점(가두),지급수수료_이천보관료,54762.0,2607273.0,2.100355428833114
M,3,직영점(가두),지급수수료_카드수수료,59918.0,2607273.0,2.2981099409229486
M,3,직영점(가두),지급수수료_로열티,118631.0,2607273.0,4.550003010808611
M,3,직영점(가두),지급임차료_매장(변동),18533.0,2607273.0,0.7108193119784542
M,3,직영점(가두),지급임차료_관리비,52822.0,2607273.0,2.0259481841755735
M,4,온라인(자사),지급수수료_물류용역비,16361.0,872727.0,1.8746985025099485
M,4,온라인(자사),지급수수료_물류운송비,5803.0,872727.0,0.6649272911231118
M,4,온라인(자사),지급수수료_이천보관료,18331.0,872727.0,2.100427739717002
M,4,온라인(자사),지급수수료_카드수수료,30199.0,872727.0,3.4603031646780726
M,4,온라인(자사),지급수수료_로열티,39709.0,872727.0,4.549991005205523
M,5,온라인(제휴),지급수수료_물류용역비,39250.0,2093636.0,1.8747289404652958
M,5,온라인(제휴),지급수수료_물류운송비,13922.0,2093636.0,0.6649675492779069
M,5,온라인(제휴),지급수수료_이천보관료,43974.0,2093636.0,2.100365106446393
M,5,온라인(제휴),지급수수료_온라인위탁판매수수료,517906.0,2093636.0,24.737155837977568
M,5,온라인(제휴),지급수수료_로열티,95260.0,2093636.0,4.549979079457938
M,6,대리점,지급수수료_물류용역비,96701.0,5158182.0,1.8747108962033525
M,6,대리점,지급수수료_물류운송비,34300.0,5158182.0,0.664962965634016
M,6,대리점,지급수수료_이천보관료,108341.0,5158182.0,2.100371797660493
M,6,대리점,지급수수료_로열티,239795.0,5158182.0,4.6488278234463225
M,8,사입,지급수수료_물류용역비,1348.0,71906.0,1.8746697076739076
M,8,사입,지급수수료_물류운송비,478.0,71906.0,0.6647567657775428
M,8,사입,지급수수료_이천보관료,1510.0,71906.0,2.099963841682196
M,8,사입,지급수수료_로열티,5033.0,71906.0,6.999415904097016
M,11,직영(가두)2,지급수수료_중간관리수수료(직영),69800.0,586364.0,11.903868586748164
M,11,직영(가두)2,지급수수료_물류용역비,10993.0,586364.0,1.8747740311478875
M,11,직영(가두)2,지급수수료_물류운송비,3899.0,586364.0,0.6649453240649152
M,11,직영(가두)2,지급수수료_이천보관료,12316.0,586364.0,2.1004017982004353
M,11,직영(가두)2,지급수수료_카드수수료,4806.0,586364.0,0.8196273986806829
M,11,직영(가두)2,지급수수료_로열티,26680.0,586364.0,4.550074697628094
M,11,직영(가두)2,지급임차료_매장(변동),132142.0,586364.0,22.53583098553117
M,11,직영(가두)2,지급임차료_관리비,31658.0,586364.0,5.399035411450908
ST,1,(브랜드) 백화점,지급수수료_중간관리수수료,2273.0,9091.0,25.002749972500276
ST,1,(브랜드) 백화점,지급수수료_물류용역비,274.0,9091.0,3.013969860301397
ST,1,(브랜드) 백화점,지급수수료_물류운송비,301.0,9091.0,3.310966890331097
ST,1,(브랜드) 백화점,지급수수료_이천보관료,474.0,9091.0,5.213947860521395
ST,1,(브랜드) 백화점,지급수수료_로열티,327.0,9091.0,3.5969640303596964
ST,2,(브랜드) 면세점,지급수수료_판매사원도급비(면세),15682.0,81818.0,19.16693148206996
ST,2,(브랜드) 면세점,지급수수료_물류용역비,2463.0,81818.0,3.0103400229778288
ST,2,(브랜드) 면세점,지급수수료_물류운송비,2712.0,81818.0,3.3146740326089614
ST,2,(브랜드) 면세점,지급수수료_이천보관료,4268.0,81818.0,5.21645603656897
ST,2,(브랜드) 면세점,지급수수료_로열티,2945.0,81818.0,3.5994524432276513
ST,3,직영점(가두),지급수수료_판매사원도급비(직영),19682.0,81818.0,24.055831235180523
ST,3,직영점(가두),지급수수료_물류용역비,2463.0,81818.0,3.0103400229778288
ST,3,직영점(가두),지급수수료_물류운송비,2712.0,81818.0,3.3146740326089614
ST,3,직영점(가두),지급수수료_이천보관료,4268.0,81818.0,5.21645603656897
ST,3,직영점(가두),지급수수료_로열티,2945.0,81818.0,3.5994524432276513
ST,3,직영점(가두),지급임차료_매장(변동),2864.0,81818.0,3.500452223227163
ST,4,온라인(자사),지급수수료_물류용역비,4105.0,136364.0,3.0103253057991846
ST,4,온라인(자사),지급수수료_물류운송비,4520.0,136364.0,3.314657827579127
ST,4,온라인(자사),지급수수료_이천보관료,7113.0,136364.0,5.216186090170426
ST,4,온라인(자사),지급수수료_카드수수료,4227.0,136364.0,3.0997917338887095
ST,4,온라인(자사),지급수수료_로열티,4909.0,136364.0,3.5999237335367105
ST,5,온라인(제휴),지급수수료_물류용역비,3011.0,100000.0,3.011
ST,5,온라인(제휴),지급수수료_물류운송비,3315.0,100000.0,3.315
ST,5,온라인(제휴),지급수수료_이천보관료,5216.0,100000.0,5.216
ST,5,온라인(제휴),지급수수료_온라인위탁판매수수료,31779.0,100000.0,31.779000000000003
ST,5,온라인(제휴),지급수수료_로열티,3600.0,100000.0,3.5999999999999996
ST,7,아울렛(직영),지급수수료_중간관리수수료(직영),25308.0,131818.0,19.199198895446752
ST,7,아울렛(직영),지급수수료_물류용역비,3968.0,131818.0,3.0102110485669633
ST,7,아울렛(직영),지급수수료_물류운송비,4370.0,131818.0,3.3151769864510157
ST,7,아울렛(직영),지급수수료_이천보관료,6876.0,131818.0,5.216283056942148
ST,7,아울렛(직영),지급수수료_로열티,4745.0,131818.0,3.5996601374622585
ST,7,아울렛(직영),지급임차료_매장(변동),15869.0,131818.0,12.038568329059764
ST,7,아울렛(직영),지급임차료_관리비,1612.0,131818.0,1.2228982384803289
ST,11,직영(가두)2,지급수수료_중간관리수수료(직영),26552.0,186364.0,14.247386834367152
ST,11,직영(가두)2,지급수수료_물류용역비,5611.0,186364.0,3.010774613122706
ST,11,직영(가두)2,지급수수료_물류운송비,6178.0,186364.0,3.31501792191625
ST,11,직영(가두)2,지급수수료_이천보관료,9721.0,186364.0,5.216136163636754
ST,11,직영(가두)2,지급수수료_카드수수료,2157.0,186364.0,1.1574123757807302
ST,11,직영(가두)2,지급수수료_로열티,6709.0,186364.0,3.5999441952308384
ST,11,직영(가두)2,지급임차료_매장(변동),56717.0,186364.0,30.433452812775
ST,11,직영(가두)2,지급임차료_관리비,8062.0,186364.0,4.325942778648237
V,1,(브랜드) 백화점,지급수수료_중간관리수수료,236426.0,3031818.0,7.798159388195465
V,1,(브랜드) 백화점,지급수수료_물류용역비,12820.0,3031818.0,0.42284860107038086
V,1,(브랜드) 백화점,지급수수료_물류운송비,15710.0,3031818.0,0.5181709456174479
V,1,(브랜드) 백화점,지급수수료_이천보관료,26730.0,3031818.0,0.8816492282848113
V,1,(브랜드) 백화점,지급수수료_로열티,75795.0,3031818.0,2.4999851574203995
V,3,직영점(가두),지급수수료_물류용역비,308.0,72727.0,0.4235015881309555
V,3,직영점(가두),지급수수료_물류운송비,377.0,72727.0,0.5183769439135397
V,3,직영점(가두),지급수수료_이천보관료,641.0,72727.0,0.8813783051686443
V,3,직영점(가두),지급수수료_로열티,1818.0,72727.0,2.499759374097653
V,3,직영점(가두),지급임차료_매장(변동),15273.0,72727.0,21.00045375170157
V,4,온라인(자사),지급수수료_물류용역비,2114.0,499999.0,0.4228008456016912
V,4,온라인(자사),지급수수료_물류운송비,2591.0,499999.0,0.5182010364020728
V,4,온라인(자사),지급수수료_이천보관료,4408.0,499999.0,0.8816017632035263
V,4,온라인(자사),지급수수료_카드수수료,13000.0,499999.0,2.6000052000104
V,4,온라인(자사),지급수수료_로열티,12500.0,499999.0,2.50000500001
V,5,온라인(제휴),지급수수료_물류용역비,4613.0,1090910.0,0.4228579809516826
V,5,온라인(제휴),지급수수료_물류운송비,5653.0,1090910.0,0.5181912348406376
V,5,온라인(제휴),지급수수료_이천보관료,9618.0,1090910.0,0.8816492652922789
V,5,온라인(제휴),지급수수료_카드수수료,228121.0,1090910.0,20.911074240771466
V,5,온라인(제휴),지급수수료_로열티,27273.0,1090910.0,2.5000229166475694
V,7,아울렛(직영),지급수수료_중간관리수수료(직영),125444.0,1145455.0,10.951455971644455
V,7,아울렛(직영),지급수수료_물류용역비,4843.0,1145455.0,0.42280141952324624
V,7,아울렛(직영),지급수수료_물류운송비,5936.0,1145455.0,0.5182220165785648
V,7,아울렛(직영),지급수수료_이천보관료,10099.0,1145455.0,0.8816583802942936
V,7,아울렛(직영),지급수수료_카드수수료,1171.0,1145455.0,0.10223011816265153
V,7,아울렛(직영),지급수수료_로열티,28636.0,1145455.0,2.499967261917753
V,7,아울렛(직영),지급임차료_매장(변동),123731.0,1145455.0,10.801908411941106
V,7,아울렛(직영),지급임차료_관리비,12053.0,1145455.0,1.0522456141882484
V,11,직영(가두)2,지급수수료_중간관리수수료(직영),27070.0,340909.0,7.940535450809453
V,11,직영(가두)2,지급수수료_물류용역비,1442.0,340909.0,0.42298677946314117
V,11,직영(가두)2,지급수수료_물류운송비,1767.0,340909.0,0.5183201382187036
V,11,직영(가두)2,지급수수료_이천보관료,3006.0,340909.0,0.8817602351360627
V,11,직영(가두)2,지급수수료_카드수수료,6186.0,340909.0,1.8145604838827958
V,11,직영(가두)2,지급수수료_로열티,8523.0,340909.0,2.500080666688178
V,11,직영(가두)2,지급임차료_매장(변동),68182.0,340909.0,20.00005866668231
V,11,직영(가두)2,지급임차료_관리비,5789.0,340909.0,1.6981071194952317
W,4,온라인(자사),지급수수료_물류용역비,7526.0,81818.0,9.198464885477524
W,4,온라인(자사),지급수수료_물류운송비,6673.0,81818.0,8.155907013126695
W,4,온라인(자사),지급수수료_이천보관료,4645.0,81818.0,5.677234838299641
W,4,온라인(자사),지급수수료_카드수수료,1968.0,81818.0,2.4053386785303967
W,4,온라인(자사),지급수수료_로열티,3068.0,81818.0,3.7497861106358013
W,5,온라인(제휴),지급수수료_물류용역비,17561.0,190909.0,9.198623427915917
W,5,온라인(제휴),지급수수료_물류운송비,15571.0,190909.0,8.156241979162846
W,5,온라인(제휴),지급수수료_이천보관료,10838.0,190909.0,5.677050322404916
W,5,온라인(제휴),지급수수료_온라인위탁판매수수료,54352.0,190909.0,28.4701087952899
W,5,온라인(제휴),지급수수료_로열티,7159.0,190909.0,3.7499541666448413
X,1,(브랜드) 백화점,지급수수료_중간관리수수료,1664334.0,18511234.0,8.990940312244986
X,1,(브랜드) 백화점,지급수수료_물류용역비,172411.0,18511234.0,0.9313857736334595
X,1,(브랜드) 백화점,지급수수료_물류운송비,24568.0,18511234.0,0.13271940703682963
X,1,(브랜드) 백화점,지급수수료_이천보관료,177918.0,18511234.0,0.961135276016715
X,1,(브랜드) 백화점,지급수수료_로열티,388736.0,18511234.0,2.10000046458275
X,2,(브랜드) 면세점,지급수수료_판매사원도급비(면세),99090.0,3363636.0,2.9459192373966743
X,2,(브랜드) 면세점,지급수수료_물류용역비,31328.0,3363636.0,0.9313730736619539
X,2,(브랜드) 면세점,지급수수료_물류운송비,4464.0,3363636.0,0.13271352786092194
X,2,(브랜드) 면세점,지급수수료_이천보관료,32329.0,3363636.0,0.9611325363386526
X,2,(브랜드) 면세점,지급수수료_로열티,70636.0,3363636.0,2.099989416215072
X,3,직영점(가두),지급수수료_중간관리수수료(직영),56343.0,665455.0,8.466838478935465
X,3,직영점(가두),지급수수료_판매사원도급비(직영),63331.0,665455.0,9.516947051265676
X,3,직영점(가두),지급수수료_물류용역비,6198.0,665455.0,0.9313928064256787
X,3,직영점(가두),지급수수료_물류운송비,883.0,665455.0,0.13269116619455862
X,3,직영점(가두),지급수수료_이천보관료,6396.0,665455.0,0.9611468844625106
X,3,직영점(가두),지급수수료_카드수수료,12645.0,665455.0,1.9002036200794943
X,3,직영점(가두),지급수수료_로열티,13975.0,665455.0,2.1000668715390223
X,3,직영점(가두),지급임차료_매장(변동),35717.0,665455.0,5.367305076977407
X,4,온라인(자사),지급수수료_물류용역비,26248.0,2818182.0,0.9313805850722202
X,4,온라인(자사),지급수수료_물류운송비,3740.0,2818182.0,0.1327096688574407
X,4,온라인(자사),지급수수료_이천보관료,27086.0,2818182.0,0.9611160670247698
X,4,온라인(자사),지급수수료_카드수수료,81576.0,2818182.0,2.89463207131406
X,4,온라인(자사),지급수수료_로열티,59182.0,2818182.0,2.1000063161286247
X,5,온라인(제휴),지급수수료_물류용역비,67737.0,7272727.0,0.9313837849268919
X,5,온라인(제휴),지급수수료_물류운송비,9652.0,7272727.0,0.13271500497681268
X,5,온라인(제휴),지급수수료_이천보관료,69901.0,7272727.0,0.9611387860427044
X,5,온라인(제휴),지급수수료_온라인위탁판매수수료,1741025.0,7272727.0,23.93909464771605
X,5,온라인(제휴),지급수수료_로열티,152727.0,7272727.0,2.0999963287498624
X,6,대리점,지급수수료_물류용역비,186248.0,19996881.0,0.9313852495296642
X,6,대리점,지급수수료_물류운송비,26539.0,19996881.0,0.13271569701294916
X,6,대리점,지급수수료_이천보관료,192197.0,19996881.0,0.9611348889859375
X,6,대리점,지급수수료_로열티,419934.0,19996881.0,2.0999974946092843
X,7,아울렛(직영),지급수수료_중간관리수수료(직영),914787.0,14025565.0,6.522282703049751
X,7,아울렛(직영),지급수수료_물류용역비,130632.0,14025565.0,0.9313849388598605
X,7,아울렛(직영),지급수수료_물류운송비,18614.0,14025565.0,0.1327147961597269
X,7,아울렛(직영),지급수수료_이천보관료,134804.0,14025565.0,0.961130621119363
X,7,아울렛(직영),지급수수료_카드수수료,98179.0,14025565.0,0.7000003208426897
X,7,아울렛(직영),지급수수료_로열티,294537.0,14025565.0,2.1000009625280693
X,7,아울렛(직영),지급임차료_매장(변동),2669747.0,14025565.0,19.034862410177418
X,7,아울렛(직영),지급임차료_관리비,147697.0,14025565.0,1.0530556166543024
X,11,직영(가두)2,지급수수료_중간관리수수료(직영),166226.0,2274545.0,7.30809898243385
X,11,직영(가두)2,지급수수료_물류용역비,21185.0,2274545.0,0.9313950702228359
X,11,직영(가두)2,지급수수료_물류운송비,3019.0,2274545.0,0.13272984267183105
X,11,직영(가두)2,지급수수료_이천보관료,21861.0,2274545.0,0.9611152999830735
X,11,직영(가두)2,지급수수료_카드수수료,40047.0,2274545.0,1.7606598242725469
X,11,직영(가두)2,지급수수료_로열티,47765.0,2274545.0,2.099980435647569
X,11,직영(가두)2,지급임차료_매장(변동),431635.0,2274545.0,18.976762385444122
X,11,직영(가두)2,지급임차료_관리비,33854.0,2274545.0,1.4883855892057531
X,12,아울렛(직영)2,지급수수료_중간관리수수료(직영),31805.0,617227.0,5.152885405207484
X,12,아울렛(직영)2,지급수수료_물류용역비,5749.0,617227.0,0.9314239331720745
X,12,아울렛(직영)2,지급수수료_물류운송비,819.0,617227.0,0.13269024200172708
X,12,아울렛(직영)2,지급수수료_이천보관료,5932.0,617227.0,0.9610726685644018
X,12,아울렛(직영)2,지급수수료_카드수수료,12962.0,617227.0,2.1000377494827673
X,12,아울렛(직영)2,지급수수료_로열티,12962.0,617227.0,2.1000377494827673
